from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022012080860005,9022012080860005,1,,121120000324774183,121120000324551061
9022012080110009,9022012080110009,1,,121120000324138111,121120000324139701
9022012080110009,9022012080110009,1,,121120000324138461,121120000324138647
9022012080110009,9022012080110009,1,,121120000324138523,121120000324138709
9022012080110009,9022012080110009,1,,121120000324138647,121120000324138833
9022012080110009,9022012080110009,1,,121120000324138709,121120000324138895
9022012080110009,9022012080110009,1,,121120000324138709,121120000324138235
9022012080110009,9022012080110009,1,,121120000324138771,121120000324138957
9022012080110009,9022012080110009,1,,121120000324138957,121120000324139143
9022012080110009,9022012080110009,1,,121120000324139205,121120000324139391
9022012080110009,9022012080110009,1,,121120000324139329,121120000324139515
9022012080110009,9022012080110009,1,,121120000324139887,121120000324140011
9022012080110009,9022012080110009,1,,121120000324139949,121120000324140073
9022012080110009,9022012080110009,1,,121120000324140589,121120000324140713
9022012080110009,9022012080110009,1,,121120000324140837,121120000324138337
9022012080110009,9022012080110009,1,,121120000324140899,121120000324138049
9022012080110009,9022012080110009,1,,121120000324140899,121120000324140125
9022012080110009,9022012080110009,1,,121120000324143505,121120000324144072
9022012080110009,9022012080110009,1,,121120000324144261,121120000324144828
9022012080110009,9022012080110009,1,,121120000324137551,121120000324150217
9022012080110009,9022012080110009,1,,121120000324138585,121120000324138771
9022012080110009,9022012080110009,1,,121120000324138833,121120000324139019
9022012080110009,9022012080110009,1,,121120000324139081,121120000324139267
9022012080110009,9022012080110009,1,,121120000324139267,121120000324139453
9022012080110009,9022012080110009,1,,121120000324139391,121120000324138111
9022012080110009,9022012080110009,1,,121120000324139515,121120000324139639
9022012080110009,9022012080110009,1,,121120000324140527,121120000324140651
9022012080110009,9022012080110009,1,,121120000324140713,121120000324140837
9022012080110009,9022012080110009,1,,121120000324143946,121120000324144513
9022012080110009,9022012080110009,1,,121120000324144135,121120000324144702
9022012080110009,9022012080110009,1,,121120000324144387,121120000324144954
9022012080110009,9022012080110009,1,,121120000324144513,121120000324145080
9022012080110009,9022012080110009,1,,121120000324144702,121120000324145269
9022012080110009,9022012080110009,1,,121120000324145206,121120000324143173
9022012080110009,9022012080110009,1,,121120000324145635,121120000324146202
9022012080110009,9022012080110009,1,,121120000324146454,121120000324146769
9022012080110009,9022012080110009,1,,121120000324146706,121120000324147145
9022012080110009,9022012080110009,1,,121120000324146956,121120000324147397
9022012080110009,9022012080110009,1,,121120000324147145,121120000324147586
9022012080110009,9022012080110009,1,,121120000324147523,121120000324147964
9022012080110009,9022012080110009,1,,121120000324147712,121120000324148153
9022012080110009,9022012080110009,1,,121120000324148531,121120000324143694
9022012080110009,9022012080110009,1,,121120000324148783,121120000324143946
9022012080110009,9022012080110009,1,,121120000324149085,121120000324149652
9022012080110009,9022012080110009,1,,121120000324149211,121120000324149778
9022012080110009,9022012080110009,1,,121120000324149274,121120000324145635
9022012080110009,9022012080110009,1,,121120000324149337,121120000324145698
9022012080110009,9022012080110009,1,,121120000324149463,121120000324145824
9022012080110009,9022012080110009,1,,121120000324149903,121120000324150406
9022012080110009,9022012080110009,1,,121120000324150280,121120000324149211
9022012080110009,9022012080110009,1,,121120000324150406,121120000324149337
9022012080110009,9022012080110009,1,,121120000324144324,121120000324144891
9022012080110009,9022012080110009,1,,121120000324144450,121120000324145017
9022012080110009,9022012080110009,1,,121120000324144576,121120000324145143
9022012080110009,9022012080110009,1,,121120000324144828,121120000324145395
9022012080110009,9022012080110009,1,,121120000324145017,121120000324143020
9022012080110009,9022012080110009,1,,121120000324145446,121120000324146706
9022012080110009,9022012080110009,1,,121120000324145572,121120000324147082
9022012080110009,9022012080110009,1,,121120000324145824,121120000324146391
9022012080110009,9022012080110009,1,,121120000324146013,121120000324146517
9022012080110009,9022012080110009,1,,121120000324146139,121120000324145509
9022012080110009,9022012080110009,1,,121120000324146580,121120000324146956
9022012080110009,9022012080110009,1,,121120000324146643,121120000324147019
9022012080110009,9022012080110009,1,,121120000324146769,121120000324147208
9022012080110009,9022012080110009,1,,121120000324147208,121120000324147649
9022012080110009,9022012080110009,1,,121120000324147775,121120000324148216
9022012080110009,9022012080110009,1,,121120000324147838,121120000324148279
9022012080110009,9022012080110009,1,,121120000324147901,121120000324148342
9022012080110009,9022012080110009,1,,121120000324147964,121120000324148405
9022012080110009,9022012080110009,1,,121120000324148090,121120000324148531
9022012080110009,9022012080110009,1,,121120000324148216,121120000324148720
9022012080110009,9022012080110009,1,,121120000324148279,121120000324148783
9022012080110009,9022012080110009,1,,121120000324149652,121120000324146013
9022012080110009,9022012080110009,1,,121120000324149715,121120000324146076
9022012080110009,9022012080110009,1,,121120000324150217,121120000324149148
9022012080110009,9022012080110009,1,,121120000324137489,121120000324150028
9022012080110009,9022012080110009,1,,121120000324138235,121120000324139081
9022012080110009,9022012080110009,1,,121120000324138895,121120000324139081
9022012080110009,9022012080110009,1,,121120000324139143,121120000324139329
9022012080110009,9022012080110009,1,,121120000324139453,121120000324139577
9022012080110009,9022012080110009,1,,121120000324139639,121120000324139825
9022012080110009,9022012080110009,1,,121120000324139763,121120000324139949
9022012080110009,9022012080110009,1,,121120000324139825,121120000324138173
9022012080110009,9022012080110009,1,,121120000324139825,121120000324140237
9022012080110009,9022012080110009,1,,121120000324140237,121120000324140303
9022012080110009,9022012080110009,1,,121120000324143443,121120000324144009
9022012080110009,9022012080110009,1,,121120000324143568,121120000324144135
9022012080110009,9022012080110009,1,,121120000324143631,121120000324144198
9022012080110009,9022012080110009,1,,121120000324143883,121120000324144450
9022012080110009,9022012080110009,1,,121120000324144072,121120000324144639
9022012080110009,9022012080110009,1,,121120000324144198,121120000324144765
9022012080110009,9022012080110009,1,,121120000324144639,121120000324145206
9022012080110009,9022012080110009,1,,121120000324144765,121120000324145332
9022012080110009,9022012080110009,1,,121120000324144954,121120000324142969
9022012080110009,9022012080110009,1,,121120000324145143,121120000324143122
9022012080110009,9022012080110009,1,,121120000324146265,121120000324146643
9022012080110009,9022012080110009,1,,121120000324146517,121120000324146832
9022012080110009,9022012080110009,1,,121120000324146832,121120000324147271
9022012080110009,9022012080110009,1,,121120000324146894,121120000324147334
9022012080110009,9022012080110009,1,,121120000324147460,121120000324147901
9022012080110009,9022012080110009,1,,121120000324147586,121120000324148027
9022012080110009,9022012080110009,1,,121120000324148027,121120000324148468
9022012080110009,9022012080110009,1,,121120000324148153,121120000324148594
9022012080110009,9022012080110009,1,,121120000324149148,121120000324149715
9022012080110009,9022012080110009,1,,121120000324149400,121120000324145761
9022012080110009,9022012080110009,1,,121120000324149589,121120000324145950
9022012080110009,9022012080110009,1,,121120000324149778,121120000324146139
9022012080110009,9022012080110009,1,,121120000324137427,121120000324149841
9022012080110009,9022012080110009,1,,121120000324138173,121120000324137949
9022012080110009,9022012080110009,1,,121120000324138399,121120000324138585
9022012080110009,9022012080110009,1,,121120000324139019,121120000324139205
9022012080110009,9022012080110009,1,,121120000324139577,121120000324139763
9022012080110009,9022012080110009,1,,121120000324139701,121120000324139887
9022012080110009,9022012080110009,1,,121120000324140011,121120000324137999
9022012080110009,9022012080110009,1,,121120000324140011,121120000324140353
9022012080110009,9022012080110009,1,,121120000324140403,121120000324140527
9022012080110009,9022012080110009,1,,121120000324140465,121120000324140589
9022012080110009,9022012080110009,1,,121120000324140651,121120000324140775
9022012080110009,9022012080110009,1,,121120000324140775,121120000324140899
9022012080110009,9022012080110009,1,,121120000324143694,121120000324144261
9022012080110009,9022012080110009,1,,121120000324143757,121120000324144324
9022012080110009,9022012080110009,1,,121120000324143820,121120000324144387
9022012080110009,9022012080110009,1,,121120000324144009,121120000324144576
9022012080110009,9022012080110009,1,,121120000324144891,121120000324148845
9022012080110009,9022012080110009,1,,121120000324145080,121120000324143071
9022012080110009,9022012080110009,1,,121120000324145269,121120000324143224
9022012080110009,9022012080110009,1,,121120000324145332,121120000324143275
9022012080110009,9022012080110009,1,,121120000324145509,121120000324146894
9022012080110009,9022012080110009,1,,121120000324145698,121120000324146265
9022012080110009,9022012080110009,1,,121120000324149841,121120000324150343
9022012080110009,9022012080110009,1,,121120000324150028,121120000324148959
9022012080110009,9022012080110009,1,,121120000324150154,121120000324149085
9022012080110009,9022012080110009,1,,121120000324145761,121120000324146328
9022012080110009,9022012080110009,1,,121120000324145887,121120000324145446
9022012080110009,9022012080110009,1,,121120000324145950,121120000324146454
9022012080110009,9022012080110009,1,,121120000324146202,121120000324146580
9022012080110009,9022012080110009,1,,121120000324146391,121120000324145572
9022012080110009,9022012080110009,1,,121120000324147019,121120000324147460
9022012080110009,9022012080110009,1,,121120000324147082,121120000324147523
9022012080110009,9022012080110009,1,,121120000324147271,121120000324147712
9022012080110009,9022012080110009,1,,121120000324147334,121120000324147775
9022012080110009,9022012080110009,1,,121120000324147397,121120000324147838
9022012080110009,9022012080110009,1,,121120000324147649,121120000324148090
9022012080110009,9022012080110009,1,,121120000324148342,121120000324143443
9022012080110009,9022012080110009,1,,121120000324148405,121120000324143568
9022012080110009,9022012080110009,1,,121120000324148468,121120000324143631
9022012080110009,9022012080110009,1,,121120000324148594,121120000324143757
9022012080110009,9022012080110009,1,,121120000324148657,121120000324143820
9022012080110009,9022012080110009,1,,121120000324148720,121120000324143883
9022012080110009,9022012080110009,1,,121120000324148896,121120000324149463
9022012080110009,9022012080110009,1,,121120000324148959,121120000324149526
9022012080110009,9022012080110009,1,,121120000324149022,121120000324149589
9022012080110009,9022012080110009,1,,121120000324149526,121120000324145887
9022012080110009,9022012080110009,1,,121120000324149965,121120000324148896
9022012080110009,9022012080110009,1,,121120000324150091,121120000324149022
9022012080110009,9022012080110009,1,,121120000324150343,121120000324149274
9022012080110006,9022012080110006,1,,121120000324151045,121120000324151231
9022012080110006,9022012080110006,1,,121120000324151355,121120000324151541
9022012080110006,9022012080110006,1,,121120000324151727,121120000324151913
9022012080110006,9022012080110006,1,,121120000324151789,121120000324151975
9022012080110006,9022012080110006,1,,121120000324151975,121120000324152161
9022012080110006,9022012080110006,1,,121120000324152161,121120000324152347
9022012080110006,9022012080110006,1,,121120000324152409,121120000324152595
9022012080110006,9022012080110006,1,,121120000324152471,121120000324152657
9022012080110006,9022012080110006,1,,121120000324153005,121120000324151789
9022012080110006,9022012080110006,1,,121120000324154619,121120000324159939
9022012080110006,9022012080110006,1,,121120000324154933,121120000324155500
9022012080110006,9022012080110006,1,,121120000324154996,121120000324155563
9022012080110006,9022012080110006,1,,121120000324155374,121120000324155941
9022012080110006,9022012080110006,1,,121120000324155500,121120000324156067
9022012080110006,9022012080110006,1,,121120000324155689,121120000324156256
9022012080110006,9022012080110006,1,,121120000324155878,121120000324159561
9022012080110006,9022012080110006,1,,121120000324156130,121120000324159750
9022012080110006,9022012080110006,1,,121120000324156382,121120000324156947
9022012080110006,9022012080110006,1,,121120000324156445,121120000324157010
9022012080110006,9022012080110006,1,,121120000324156571,121120000324157136
9022012080110006,9022012080110006,1,,121120000324156634,121120000324157199
9022012080110006,9022012080110006,1,,121120000324156760,121120000324157325
9022012080110006,9022012080110006,1,,121120000324157073,121120000324157640
9022012080110006,9022012080110006,1,,121120000324157199,121120000324157766
9022012080110006,9022012080110006,1,,121120000324157262,121120000324157829
9022012080110006,9022012080110006,1,,121120000324157514,121120000324158081
9022012080110006,9022012080110006,1,,121120000324157703,121120000324158270
9022012080110006,9022012080110006,1,,121120000324158207,121120000324158774
9022012080110006,9022012080110006,1,,121120000324158522,121120000324154091
9022012080110006,9022012080110006,1,,121120000324158711,121120000324154244
9022012080110006,9022012080110006,1,,121120000324158939,121120000324159373
9022012080110006,9022012080110006,1,,121120000324159001,121120000324154871
9022012080110006,9022012080110006,1,,121120000324159750,121120000324160064
9022012080110006,9022012080110006,1,,121120000324159813,121120000324160189
9022012080110006,9022012080110006,1,,121120000324160378,121120000324160756
9022012080110006,9022012080110006,1,,121120000324160441,121120000324160819
9022012080110006,9022012080110006,1,,121120000324160756,121120000324161197
9022012080110006,9022012080110006,1,,121120000324160819,121120000324161260
9022012080110006,9022012080110006,1,,121120000324161134,121120000324156382
9022012080110006,9022012080110006,1,,121120000324161197,121120000324156445
9022012080110006,9022012080110006,1,,121120000324161323,121120000324156571
9022012080110006,9022012080110006,1,,121120000324161574,121120000324161698
9022012080110006,9022012080110006,1,,121120000324161698,121120000324159001
9022012080110006,9022012080110006,1,,121120000324162070,121120000324162194
9022012080110006,9022012080110006,1,,121120000324162380,121120000324150983
9022012080110006,9022012080110006,1,,121120000324150735,121120000324151417
9022012080110006,9022012080110006,1,,121120000324150797,121120000324151789
9022012080110006,9022012080110006,1,,121120000324151107,121120000324150735
9022012080110006,9022012080110006,1,,121120000324151107,121120000324152931
9022012080110006,9022012080110006,1,,121120000324151293,121120000324151479
9022012080110006,9022012080110006,1,,121120000324151851,121120000324152037
9022012080110006,9022012080110006,1,,121120000324151913,121120000324152099
9022012080110006,9022012080110006,1,,121120000324152037,121120000324152223
9022012080110006,9022012080110006,1,,121120000324152099,121120000324152285
9022012080110006,9022012080110006,1,,121120000324152931,121120000324151417
9022012080110006,9022012080110006,1,,121120000324155059,121120000324155626
9022012080110006,9022012080110006,1,,121120000324155122,121120000324155689
9022012080110006,9022012080110006,1,,121120000324155311,121120000324155878
9022012080110006,9022012080110006,1,,121120000324155437,121120000324156004
9022012080110006,9022012080110006,1,,121120000324156004,121120000324154619
9022012080110006,9022012080110006,1,,121120000324156193,121120000324154682
9022012080110006,9022012080110006,1,,121120000324156256,121120000324159813
9022012080110006,9022012080110006,1,,121120000324156697,121120000324157262
9022012080110006,9022012080110006,1,,121120000324156822,121120000324157388
9022012080110006,9022012080110006,1,,121120000324157388,121120000324157955
9022012080110006,9022012080110006,1,,121120000324157892,121120000324158459
9022012080110006,9022012080110006,1,,121120000324158018,121120000324158585
9022012080110006,9022012080110006,1,,121120000324158144,121120000324158711
9022012080110006,9022012080110006,1,,121120000324158270,121120000324158837
9022012080110006,9022012080110006,1,,121120000324158585,121120000324154142
9022012080110006,9022012080110006,1,,121120000324158648,121120000324154193
9022012080110006,9022012080110006,1,,121120000324159125,121120000324154996
9022012080110006,9022012080110006,1,,121120000324159939,121120000324160378
9022012080110006,9022012080110006,1,,121120000324160002,121120000324160441
9022012080110006,9022012080110006,1,,121120000324160189,121120000324160567
9022012080110006,9022012080110006,1,,121120000324160252,121120000324160630
9022012080110006,9022012080110006,1,,121120000324160567,121120000324161008
9022012080110006,9022012080110006,1,,121120000324161008,121120000324161449
9022012080110006,9022012080110006,1,,121120000324161071,121120000324156319
9022012080110006,9022012080110006,1,,121120000324162132,121120000324162256
9022012080110006,9022012080110006,1,,121120000324163840,121120000324163964
9022012080110006,9022012080110006,1,,121120000324163964,121120000324164088
9022012080110006,9022012080110006,1,,121120000324164026,121120000324164150
9022012080110006,9022012080110006,1,,121120000324150859,121120000324152719
9022012080110006,9022012080110006,1,,121120000324151169,121120000324151293
9022012080110006,9022012080110006,1,,121120000324151231,121120000324151355
9022012080110006,9022012080110006,1,,121120000324151417,121120000324151603
9022012080110006,9022012080110006,1,,121120000324151541,121120000324151665
9022012080110006,9022012080110006,1,,121120000324152285,121120000324152471
9022012080110006,9022012080110006,1,,121120000324152533,121120000324152719
9022012080110006,9022012080110006,1,,121120000324152595,121120000324152781
9022012080110006,9022012080110006,1,,121120000324152657,121120000324152831
9022012080110006,9022012080110006,1,,121120000324154808,121120000324160882
9022012080110006,9022012080110006,1,,121120000324155815,121120000324159498
9022012080110006,9022012080110006,1,,121120000324156067,121120000324159687
9022012080110006,9022012080110006,1,,121120000324156508,121120000324157073
9022012080110006,9022012080110006,1,,121120000324156884,121120000324157451
9022012080110006,9022012080110006,1,,121120000324157010,121120000324157577
9022012080110006,9022012080110006,1,,121120000324157325,121120000324157892
9022012080110006,9022012080110006,1,,121120000324157640,121120000324158207
9022012080110006,9022012080110006,1,,121120000324157766,121120000324158333
9022012080110006,9022012080110006,1,,121120000324158081,121120000324158648
9022012080110006,9022012080110006,1,,121120000324158333,121120000324158888
9022012080110006,9022012080110006,1,,121120000324158459,121120000324154040
9022012080110006,9022012080110006,1,,121120000324159561,121120000324154745
9022012080110006,9022012080110006,1,,121120000324160064,121120000324154808
9022012080110006,9022012080110006,1,,121120000324160315,121120000324160693
9022012080110006,9022012080110006,1,,121120000324160504,121120000324160945
9022012080110006,9022012080110006,1,,121120000324160882,121120000324161323
9022012080110006,9022012080110006,1,,121120000324160945,121120000324161386
9022012080110006,9022012080110006,1,,121120000324161386,121120000324156697
9022012080110006,9022012080110006,1,,121120000324161760,121120000324159125
9022012080110006,9022012080110006,1,,121120000324161946,121120000324162070
9022012080110006,9022012080110006,1,,121120000324163716,121120000324163840
9022012080110006,9022012080110006,1,,121120000324164088,121120000324164212
9022012080110006,9022012080110006,1,,121120000324150983,121120000324151169
9022012080110006,9022012080110006,1,,121120000324151479,121120000324153005
9022012080110006,9022012080110006,1,,121120000324151479,121120000324150797
9022012080110006,9022012080110006,1,,121120000324151603,121120000324151727
9022012080110006,9022012080110006,1,,121120000324151665,121120000324151851
9022012080110006,9022012080110006,1,,121120000324152223,121120000324152409
9022012080110006,9022012080110006,1,,121120000324152347,121120000324152533
9022012080110006,9022012080110006,1,,121120000324152347,121120000324150859
9022012080110006,9022012080110006,1,,121120000324154682,121120000324160126
9022012080110006,9022012080110006,1,,121120000324154745,121120000324160315
9022012080110006,9022012080110006,1,,121120000324154871,121120000324155437
9022012080110006,9022012080110006,1,,121120000324155185,121120000324155752
9022012080110006,9022012080110006,1,,121120000324155248,121120000324155815
9022012080110006,9022012080110006,1,,121120000324155563,121120000324156130
9022012080110006,9022012080110006,1,,121120000324155626,121120000324156193
9022012080110006,9022012080110006,1,,121120000324155752,121120000324159435
9022012080110006,9022012080110006,1,,121120000324155941,121120000324159624
9022012080110006,9022012080110006,1,,121120000324156319,121120000324156884
9022012080110006,9022012080110006,1,,121120000324156947,121120000324157514
9022012080110006,9022012080110006,1,,121120000324157136,121120000324157703
9022012080110006,9022012080110006,1,,121120000324157451,121120000324158018
9022012080110006,9022012080110006,1,,121120000324157577,121120000324158144
9022012080110006,9022012080110006,1,,121120000324157829,121120000324158396
9022012080110006,9022012080110006,1,,121120000324157955,121120000324158522
9022012080110006,9022012080110006,1,,121120000324158396,121120000324153989
9022012080110006,9022012080110006,1,,121120000324158774,121120000324154295
9022012080110006,9022012080110006,1,,121120000324159063,121120000324154933
9022012080110006,9022012080110006,1,,121120000324159187,121120000324155059
9022012080110006,9022012080110006,1,,121120000324159249,121120000324155185
9022012080110006,9022012080110006,1,,121120000324159311,121120000324155248
9022012080110006,9022012080110006,1,,121120000324159373,121120000324155311
9022012080110006,9022012080110006,1,,121120000324159435,121120000324159813
9022012080110006,9022012080110006,1,,121120000324159498,121120000324159876
9022012080110006,9022012080110006,1,,121120000324159687,121120000324160002
9022012080110006,9022012080110006,1,,121120000324159876,121120000324160252
9022012080110006,9022012080110006,1,,121120000324160126,121120000324160504
9022012080110006,9022012080110006,1,,121120000324160630,121120000324161071
9022012080110006,9022012080110006,1,,121120000324160693,121120000324161134
9022012080110006,9022012080110006,1,,121120000324161260,121120000324156508
9022012080110006,9022012080110006,1,,121120000324161449,121120000324156760
9022012080110006,9022012080110006,1,,121120000324161512,121120000324161636
9022012080110006,9022012080110006,1,,121120000324161636,121120000324161760
9022012080110006,9022012080110006,1,,121120000324161884,121120000324162008
9022012080110006,9022012080110006,1,,121120000324162008,121120000324162132
9022012080110006,9022012080110006,1,,121120000324162194,121120000324162318
9022012080110006,9022012080110006,1,,121120000324162256,121120000324162380
9022012080110006,9022012080110006,1,,121120000324162318,121120000324150921
9022012080110006,9022012080110006,1,,121120000324163778,121120000324163902
9022012080110006,9022012080110006,1,,121120000324163902,121120000324164026
9022012080110006,9022012080110006,1,,121120000324164150,121120000324150921
9022012080110006,9022012080110006,1,,121120000324164212,121120000324150983
9022012080860006,9022012080860006,1,,121120000321441839,121120000324776752
9022012080860006,9022012080860006,1,,121120000321441300,121120000324777047
9022012080860006,9022012080860006,1,,121120000321441349,121120000324777106
9022012080860006,9022012080860006,1,,121120000324462443,121120000324787129
9022012080860006,9022012080860006,1,,121120000324462767,121120000324778817
9022012080860006,9022012080860006,1,,121120000324462821,121120000324778581
9022012080860006,9022012080860006,1,,121120000324462929,121120000324786893
9022012080860006,9022012080860006,1,,121120000324462659,121120000324777165
9022012080860006,9022012080860006,1,,121120000324462983,121120000324779276
9022012080860006,9022012080860006,1,,121120000324463091,121120000324779571
9022012080860006,9022012080860006,1,,121120000324462281,121120000324775198
9022012080860006,9022012080860006,1,,121120000324462389,121120000324775375
9022012080860006,9022012080860006,1,,121120000324462551,121120000324776306
9022012080860006,9022012080860006,1,,121120000324462605,121120000324776811
9022012080860006,9022012080860006,1,,121120000324463145,121120000324779394
9022012080860006,9022012080860006,1,,121120000323379043,121120000324781507
9022012080860006,9022012080860006,1,,121120000323379219,121120000324786952
9022012080860006,9022012080860006,1,,121120000323379318,121120000324779925
9022012080860006,9022012080860006,1,,121120000323379881,121120000324782759
9022012080860006,9022012080860006,1,,121120000323380081,121120000324783113
9022012080860006,9022012080860006,1,,121120000323380481,121120000324783821
9022012080860006,9022012080860006,1,,121120000323380581,121120000324783998
9022012080860006,9022012080860006,1,,121120000323380831,121120000324785016
9022012080860006,9022012080860006,1,,121120000323381028,121120000324785370
9022012080860006,9022012080860006,1,,121120000323381224,121120000324785724
9022012080860006,9022012080860006,1,,121120000323381322,121120000324785901
9022012080860006,9022012080860006,1,,121120000323378793,121120000324781094
9022012080860006,9022012080860006,1,,121120000323379169,121120000324779689
9022012080860006,9022012080860006,1,,121120000323382111,121120000324780622
9022012080860006,9022012080860006,1,,121120000323379269,121120000324778758
9022012080860006,9022012080860006,1,,121120000323379781,121120000324782582
9022012080860006,9022012080860006,1,,121120000323380281,121120000324783467
9022012080860006,9022012080860006,1,,121120000323380930,121120000324785193
9022012080860006,9022012080860006,1,,121120000323381518,121120000324786255
9022012080860006,9022012080860006,1,,121120000323379981,121120000324782936
9022012080860006,9022012080860006,1,,121120000323382211,121120000324780799
9022012080860006,9022012080860006,1,,121120000323382311,121120000324782405
9022012080860006,9022012080860006,1,,121120000323380181,121120000324783290
9022012080860006,9022012080860006,1,,121120000323380381,121120000324783644
9022012080860006,9022012080860006,1,,121120000323381126,121120000324785547
9022012080860006,9022012080860006,1,,121120000323381420,121120000324786078
9022012080860006,9022012080860006,1,,121120000323381616,121120000324786432
9022012080860006,9022012080860006,1,,121120000323382011,121120000324780445
9022012080860006,9022012080860006,1,,121120000324850630,121120000324785193
9022012080860006,9022012080860006,1,,121120000324850434,121120000324779571
9022012080860006,9022012080860006,1,,121120000324850292,121120000324787070
9022012080860006,9022012080860006,1,,121120000324850339,121120000324777047
9022012080860006,9022012080860006,1,,121120000324850457,121120000324786550
9022012061087002,9022012061087002,1,,121120000316484408,121120000323696083
9022012061087002,9022012061087002,1,,121120000316484097,121120000316492715
9022012061087002,9022012061087002,1,,121120000316484097,121120000323696129
9022012061087002,9022012061087002,1,,121120000316486456,121120000316493615
9022012061087001,9022012061087001,1,,121120000316487323,121120000316534460
9022012061087001,9022012061087001,1,,121120000316487437,121120000316534135
9022012061087001,9022012061087001,1,,121120000316488590,121120000316534785
9022012061087001,9022012061087001,1,,121120000316486884,121120000316534406
9022012061087001,9022012061087001,1,,121120000316487361,121120000316534514
9022012061087001,9022012061087001,1,,121120000316487399,121120000316534568
9022012062025004,9022012062025003,1,,121120000316492265,121120000316506179
9022012062025004,9022012062025004,1,,121120000316493015,121120000316503200
9022012062025004,9022012062025003,1,,121120000316493015,121120000316507249
9022012062025004,9022012062025003,1,,121120000316494169,121120000316505846
9022012062025004,9022012062025004,1,,121120000316494669,121120000316500801
9022012062025004,9022012062025004,1,,121120000316492865,121120000316503447
9022012062025004,9022012062025003,1,,121120000316493115,121120000316507487
9022012062025004,9022012062025004,1,,121120000316493115,121120000316503675
9022012062025004,9022012062025004,1,,121120000316493465,121120000316501137
9022012062025004,9022012062025003,1,,121120000316493465,121120000316506369
9022012062025004,9022012062025004,1,,121120000316493515,121120000316501256
9022012062025004,9022012062025003,1,,121120000316493515,121120000316506491
9022012062025004,9022012062025003,1,,121120000316493615,121120000316508379
9022012062025004,9022012062025004,1,,121120000316493615,121120000316501539
9022012062025004,9022012062025003,1,,121120000316493665,121120000316508527
9022012062025004,9022012062025004,1,,121120000316494619,121120000316500727
9022012062025004,9022012062025004,1,,121120000316492915,121120000316503485
