WarehouseCode,ZipCode,Carrier,CustomerOrderNumber,ShippedDate,Pieces,Weight
"Hultagatan 47, Borås",25433,SE Instabox,45163180426,2022/09/08 00:59,2,738
"Hultagatan 47, Borås",25433,SE Instabox,45167224876,2022/09/08 00:59,1,113
"Hultagatan 47, Borås",25433,SE Instabox,45210633096,2022/09/09 20:17,3,3003
"Hultagatan 47, Borås",25433,SE Instabox,45242771346,2022/09/11 12:42,1,348
"Hultagatan 47, Borås",25433,SE Instabox,45264160426,2022/09/11 12:42,2,666
"Hultagatan 47, Borås",25435,Budbee,45218580236,2022/09/11 08:36,1,8410
"Hultagatan 47, Borås",25436,Postnord_SE,45060471336,2022/09/06 10:36,11,33980
"Hultagatan 47, Borås",25436,SE Instabox,45033777726,2022/09/06 20:27,4,604
"Hultagatan 47, Borås",25436,SE Instabox,45034999076,2022/09/05 13:58,4,6072
"Hultagatan 47, Borås",25436,SE Instabox,45035759646,2022/09/05 13:58,4,3212
"Hultagatan 47, Borås",25436,SE Instabox,45036393606,2022/09/05 13:58,3,2486
"Hultagatan 47, Borås",25436,SE Instabox,45042877336,2022/09/06 20:27,2,3960
"Hultagatan 47, Borås",25436,SE Instabox,45045643196,2022/09/06 20:27,2,4772
"Hultagatan 47, Borås",25436,SE Instabox,45050894806,2022/09/06 20:27,2,1418
"Hultagatan 47, Borås",25436,SE Instabox,45051579476,2022/09/05 13:58,2,868
"Hultagatan 47, Borås",25436,SE Instabox,45053644376,2022/09/06 20:27,7,28392
"Hultagatan 47, Borås",25436,SE Instabox,45054381186,2022/09/06 20:27,2,1722
"Hultagatan 47, Borås",25436,SE Instabox,45117630176,2022/09/08 22:28,1,718
"Hultagatan 47, Borås",25436,SE Instabox,45160044126,2022/09/08 22:28,3,5154
"Hultagatan 47, Borås",25436,SE Instabox,45170245006,2022/09/08 22:28,4,2776
"Hultagatan 47, Borås",25436,SE Instabox,45191699296,2022/09/08 22:28,1,545
"Hultagatan 47, Borås",25436,SE Instabox,45194902236,2022/09/08 22:28,1,427
"Hultagatan 47, Borås",25436,SE Instabox,45195042586,2022/09/08 22:28,1,557
"Hultagatan 47, Borås",25436,SE Instabox,45218904706,2022/09/09 20:17,3,1389
"Hultagatan 47, Borås",25436,SE Instabox,45223230806,2022/09/11 12:42,2,128
"Hultagatan 47, Borås",25436,SE Instabox,45262840596,2022/09/11 12:42,6,10267
"Hultagatan 47, Borås",25436,SE Instabox,45306377276,2022/09/11 12:42,2,2458
"Hultagatan 47, Borås",25437,Budbee,45030792156,2022/09/05 19:27,5,5990
"Hultagatan 47, Borås",25437,Budbee,45216396756,2022/09/11 08:36,16,40320
"Hultagatan 47, Borås",25437,Postnord_SE,45041657836,2022/09/05 11:40,2,326
"Hultagatan 47, Borås",25437,Postnord_SE,45045205436,2022/09/05 15:44,6,11136
"Hultagatan 47, Borås",25437,Postnord_SE,45053811106,2022/09/05 11:40,4,6036
"Hultagatan 47, Borås",25437,Postnord_SE,45127441916,2022/09/07 15:14,1,192
"Hultagatan 47, Borås",25437,Postnord_SE,45193898376,2022/09/08 07:44,2,932
"Hultagatan 47, Borås",25437,SE Instabox,45056233896,2022/09/05 13:58,1,488
"Hultagatan 47, Borås",25437,SE Instabox,45056544716,2022/09/06 20:27,1,358
"Hultagatan 47, Borås",25437,SE Instabox,45072777656,2022/09/06 20:27,3,354
"Hultagatan 47, Borås",25437,SE Instabox,45239713966,2022/09/11 12:42,1,98
"Hultagatan 47, Borås",25437,SE Instabox,45250662856,2022/09/09 20:17,1,221
"Hultagatan 47, Borås",25437,SE Instabox,45276601416,2022/09/10 14:10,1,117
"Hultagatan 47, Borås",25441,Postnord_SE,45054892776,2022/09/05 15:44,10,44880
"Hultagatan 47, Borås",25441,Postnord_SE,45111531036,2022/09/06 18:19,2,1462
"Hultagatan 47, Borås",25442,Postnord_SE,45026213226,2022/09/05 18:15,2,2914
"Hultagatan 47, Borås",25442,Postnord_SE,45030009726,2022/09/05 15:17,1,318
"Hultagatan 47, Borås",25442,Postnord_SE,45043736246,2022/09/05 15:44,1,916
"Hultagatan 47, Borås",25442,Postnord_SE,45056231376,2022/09/05 15:44,9,15615
"Hultagatan 47, Borås",25442,Postnord_SE,45056734386,2022/09/05 11:40,1,1555
"Hultagatan 47, Borås",25442,Postnord_SE,45056734386,2022/09/06 07:14,4,5336
"Hultagatan 47, Borås",25442,Postnord_SE,45078040076,2022/09/06 15:19,1,88
"Hultagatan 47, Borås",25442,Postnord_SE,45107832146,2022/09/07 15:14,2,378
"Hultagatan 47, Borås",25442,Postnord_SE,45125223716,2022/09/07 15:14,1,142
"Hultagatan 47, Borås",25442,Postnord_SE,45133263116,2022/09/07 14:20,22,160424
"Hultagatan 47, Borås",25442,Postnord_SE,45142344536,2022/09/07 15:14,1,81
"Hultagatan 47, Borås",25442,Postnord_SE,45142945186,2022/09/08 18:10,1,2295
"Hultagatan 47, Borås",25442,Postnord_SE,45165880806,2022/09/07 15:14,1,450
"Hultagatan 47, Borås",25442,Postnord_SE,45188749126,2022/09/08 15:09,1,312
"Hultagatan 47, Borås",25442,Postnord_SE,45196862836,2022/09/09 15:07,1,244
"Hultagatan 47, Borås",25442,Postnord_SE,45197406106,2022/09/09 11:25,2,1774
"Hultagatan 47, Borås",25442,Postnord_SE,45219280356,2022/09/09 18:17,2,682
"Hultagatan 47, Borås",25442,Postnord_SE,45219869206,2022/09/09 15:07,1,328
"Hultagatan 47, Borås",25442,Postnord_SE,45240497616,2022/09/11 10:20,1,1491
"Hultagatan 47, Borås",25442,Postnord_SE,45251298146,2022/09/09 18:17,1,488
"Hultagatan 47, Borås",25442,Postnord_SE,45281421266,2022/09/11 10:20,2,2024
"Hultagatan 47, Borås",25444,Budbee,45057783286,2022/09/05 19:27,3,6411
"Hultagatan 47, Borås",25444,Budbee,45073240456,2022/09/06 20:01,1,586
"Hultagatan 47, Borås",25444,Budbee,45111988306,2022/09/08 07:50,2,576
"Hultagatan 47, Borås",25444,Budbee,45121250166,2022/09/07 18:12,1,1307
"Hultagatan 47, Borås",25444,Budbee,45170666506,2022/09/07 18:12,5,7096
"Hultagatan 47, Borås",25444,Budbee,45194348426,2022/09/08 20:59,4,7460
"Hultagatan 47, Borås",25444,Budbee,45265174716,2022/09/11 08:36,1,586
"Hultagatan 47, Borås",25444,Budbee,45278093246,2022/09/11 08:36,3,3234
"Hultagatan 47, Borås",25444,Budbee,45278601036,2022/09/11 08:36,1,298
"Hultagatan 47, Borås",25444,Budbee,45294529936,2022/09/11 08:36,1,1179
"Hultagatan 47, Borås",25444,Postnord_SE,45023390226,2022/09/05 18:15,11,24700
"Hultagatan 47, Borås",25444,Postnord_SE,45029382586,2022/09/05 15:17,1,398
"Hultagatan 47, Borås",25444,Postnord_SE,45030026556,2022/09/05 18:15,3,2214
"Hultagatan 47, Borås",25444,Postnord_SE,45032003396,2022/09/06 21:40,8,10632
"Hultagatan 47, Borås",25444,Postnord_SE,45043209156,2022/09/05 11:40,1,1312
"Hultagatan 47, Borås",25444,Postnord_SE,45043300486,2022/09/06 07:14,4,15180
"Hultagatan 47, Borås",25444,Postnord_SE,45043382556,2022/09/05 15:17,1,108
"Hultagatan 47, Borås",25444,Postnord_SE,45052195566,2022/09/06 20:14,3,1236
"Hultagatan 47, Borås",25444,Postnord_SE,45052618766,2022/09/06 07:14,1,2491
"Hultagatan 47, Borås",25444,Postnord_SE,45056006936,2022/09/05 18:15,4,7420
"Hultagatan 47, Borås",25444,Postnord_SE,45056312556,2022/09/06 21:40,1,1509
"Hultagatan 47, Borås",25444,Postnord_SE,45058503926,2022/09/06 15:19,1,360
"Hultagatan 47, Borås",25444,Postnord_SE,45069306046,2022/09/06 13:20,1,788
"Hultagatan 47, Borås",25444,Postnord_SE,45072714656,2022/09/06 10:36,6,11412
"Hultagatan 47, Borås",25444,Postnord_SE,45092810206,2022/09/07 07:46,3,5007
"Hultagatan 47, Borås",25444,Postnord_SE,45093646906,2022/09/06 13:20,2,2352
"Hultagatan 47, Borås",25444,Postnord_SE,45094050376,2022/09/08 10:11,1,1069
"Hultagatan 47, Borås",25444,Postnord_SE,45113985576,2022/09/06 13:20,2,1030
"Hultagatan 47, Borås",25444,Postnord_SE,45114509536,2022/09/07 07:46,2,2390
"Hultagatan 47, Borås",25444,Postnord_SE,45130767236,2022/09/07 07:46,1,370
"Hultagatan 47, Borås",25444,Postnord_SE,45134895866,2022/09/07 10:28,1,728
"Hultagatan 47, Borås",25444,Postnord_SE,45137121446,2022/09/07 14:20,1,2371
"Hultagatan 47, Borås",25444,Postnord_SE,45139532086,2022/09/07 15:14,1,75
"Hultagatan 47, Borås",25444,Postnord_SE,45140925636,2022/09/07 10:28,5,10450
"Hultagatan 47, Borås",25444,Postnord_SE,45148353896,2022/09/07 14:20,1,506
"Hultagatan 47, Borås",25444,Postnord_SE,45157799096,2022/09/07 14:20,4,3080
"Hultagatan 47, Borås",25444,Postnord_SE,45161473776,2022/09/07 18:08,2,488
"Hultagatan 47, Borås",25444,Postnord_SE,45165984296,2022/09/07 18:08,1,480
"Hultagatan 47, Borås",25444,Postnord_SE,45176904356,2022/09/08 15:09,1,442
"Hultagatan 47, Borås",25444,Postnord_SE,45191134686,2022/09/08 15:09,1,483
"Hultagatan 47, Borås",25444,Postnord_SE,45194421216,2022/09/08 07:44,1,1559
"Hultagatan 47, Borås",25444,Postnord_SE,45198536496,2022/09/09 11:25,2,3372
"Hultagatan 47, Borås",25444,Postnord_SE,45199352756,2022/09/09 15:07,1,506
"Hultagatan 47, Borås",25444,Postnord_SE,45199651266,2022/09/09 15:07,1,348
"Hultagatan 47, Borås",25444,Postnord_SE,45200715966,2022/09/09 15:07,2,858
"Hultagatan 47, Borås",25444,Postnord_SE,45202290116,2022/09/09 11:25,10,26070
"Hultagatan 47, Borås",25444,Postnord_SE,45203035886,2022/09/09 15:07,1,62
"Hultagatan 47, Borås",25444,Postnord_SE,45208071786,2022/09/09 11:25,1,578
"Hultagatan 47, Borås",25444,Postnord_SE,45210072596,2022/09/10 12:12,6,9648
"Hultagatan 47, Borås",25444,Postnord_SE,45212879666,2022/09/09 19:05,7,9618
"Hultagatan 47, Borås",25444,Postnord_SE,45217808366,2022/09/09 18:17,1,201
"Hultagatan 47, Borås",25444,Postnord_SE,45224586966,2022/09/07 19:11,4,10226
"Hultagatan 47, Borås",25444,Postnord_SE,45249252616,2022/09/10 12:12,1,167
"Hultagatan 47, Borås",25444,Postnord_SE,45276167526,2022/09/10 12:12,10,30290
"Hultagatan 47, Borås",25444,Postnord_SE,45289303666,2022/09/11 10:20,4,5924
"Hultagatan 47, Borås",25444,SE Instabox,45029284916,2022/09/05 13:58,4,6364
"Hultagatan 47, Borås",25444,SE Instabox,45033603286,2022/09/05 13:58,7,14574
"Hultagatan 47, Borås",25444,SE Instabox,45033606946,2022/09/05 13:58,3,3660
"Hultagatan 47, Borås",25444,SE Instabox,45040273176,2022/09/05 13:58,3,1689
"Hultagatan 47, Borås",25444,SE Instabox,45040357866,2022/09/05 13:58,3,2379
"Hultagatan 47, Borås",25444,SE Instabox,45043999486,2022/09/06 20:27,5,2790
"Hultagatan 47, Borås",25444,SE Instabox,45047994276,2022/09/06 20:27,4,6780
"Hultagatan 47, Borås",25444,SE Instabox,45049390046,2022/09/06 20:27,2,2984
"Hultagatan 47, Borås",25444,SE Instabox,45052618766,2022/09/06 20:27,2,4754
"Hultagatan 47, Borås",25444,SE Instabox,45055392156,2022/09/06 20:27,2,1226
"Hultagatan 47, Borås",25444,SE Instabox,45056115796,2022/09/06 20:27,3,6822
"Hultagatan 47, Borås",25444,SE Instabox,45056142766,2022/09/06 20:27,7,13076
"Hultagatan 47, Borås",25444,SE Instabox,45057301596,2022/09/06 20:27,3,2151
"Hultagatan 47, Borås",25444,SE Instabox,45057565846,2022/09/07 08:12,15,64484
"Hultagatan 47, Borås",25444,SE Instabox,45057693986,2022/09/05 13:58,3,5493
"Hultagatan 47, Borås",25444,SE Instabox,45057725986,2022/09/06 20:27,2,2601
"Hultagatan 47, Borås",25444,SE Instabox,45063100536,2022/09/06 20:27,3,1650
"Hultagatan 47, Borås",25444,SE Instabox,45066208146,2022/09/08 00:59,1,1694
"Hultagatan 47, Borås",25444,SE Instabox,45086251076,2022/09/06 20:27,1,1136
"Hultagatan 47, Borås",25444,SE Instabox,45087863786,2022/09/08 00:59,6,25092
"Hultagatan 47, Borås",25444,SE Instabox,45092612936,2022/09/07 08:12,3,2403
"Hultagatan 47, Borås",25444,SE Instabox,45112887156,2022/09/08 00:59,1,885
"Hultagatan 47, Borås",25444,SE Instabox,45118216876,2022/09/08 00:59,3,1722
"Hultagatan 47, Borås",25444,SE Instabox,45135088156,2022/09/08 22:28,1,698
"Hultagatan 47, Borås",25444,SE Instabox,45135492956,2022/09/08 00:59,8,15673
"Hultagatan 47, Borås",25444,SE Instabox,45137538056,2022/09/08 00:59,2,2550
"Hultagatan 47, Borås",25444,SE Instabox,45149821716,2022/09/08 00:59,3,2685
"Hultagatan 47, Borås",25444,SE Instabox,45154440976,2022/09/08 00:59,6,17268
"Hultagatan 47, Borås",25444,SE Instabox,45167977466,2022/09/08 00:59,1,450
"Hultagatan 47, Borås",25444,SE Instabox,45184578846,2022/09/08 22:28,6,9726
"Hultagatan 47, Borås",25444,SE Instabox,45191409076,2022/09/08 22:28,3,3285
"Hultagatan 47, Borås",25444,SE Instabox,45196186956,2022/09/08 22:28,4,11576
"Hultagatan 47, Borås",25444,SE Instabox,45199575246,2022/09/08 22:28,5,7595
"Hultagatan 47, Borås",25444,SE Instabox,45203165096,2022/09/08 22:28,2,396
"Hultagatan 47, Borås",25444,SE Instabox,45203281336,2022/09/08 22:28,1,493
"Hultagatan 47, Borås",25444,SE Instabox,45206592406,2022/09/08 22:28,1,623
"Hultagatan 47, Borås",25444,SE Instabox,45209547446,2022/09/11 14:03,5,9305
"Hultagatan 47, Borås",25444,SE Instabox,45209548136,2022/09/09 20:17,1,492
"Hultagatan 47, Borås",25444,SE Instabox,45212572266,2022/09/09 20:17,3,2073
"Hultagatan 47, Borås",25444,SE Instabox,45212603706,2022/09/09 20:17,1,737
"Hultagatan 47, Borås",25444,SE Instabox,45213473886,2022/09/09 20:17,1,412
"Hultagatan 47, Borås",25444,SE Instabox,45221533056,2022/09/11 12:42,2,1022
"Hultagatan 47, Borås",25444,SE Instabox,45225295596,2022/09/10 14:10,2,976
"Hultagatan 47, Borås",25444,SE Instabox,45228427546,2022/09/11 12:42,4,6396
"Hultagatan 47, Borås",25444,SE Instabox,45232705866,2022/09/11 12:42,1,293
"Hultagatan 47, Borås",25444,SE Instabox,45243994436,2022/09/11 12:42,1,618
"Hultagatan 47, Borås",25444,SE Instabox,45247788556,2022/09/09 20:17,5,10090
"Hultagatan 47, Borås",25444,SE Instabox,45249755116,2022/09/09 20:17,4,7856
"Hultagatan 47, Borås",25444,SE Instabox,45251229416,2022/09/09 20:17,1,623
"Hultagatan 47, Borås",25444,SE Instabox,45265895786,2022/09/09 20:17,3,2619
"Hultagatan 47, Borås",25444,SE Instabox,45266533616,2022/09/09 20:17,2,2034
"Hultagatan 47, Borås",25444,SE Instabox,45269552306,2022/09/09 20:17,2,1088
"Hultagatan 47, Borås",25444,SE Instabox,45273613216,2022/09/10 14:10,2,1316
"Hultagatan 47, Borås",25444,SE Instabox,45277818276,2022/09/11 12:42,1,478
"Hultagatan 47, Borås",25444,SE Instabox,45295103876,2022/09/11 12:42,3,1425
"Hultagatan 47, Borås",25444,SE Instabox,45303243816,2022/09/11 12:42,10,35912
"Hultagatan 47, Borås",25444,SE Instabox,45309187386,2022/09/11 12:42,4,9048
"Hultagatan 47, Borås",25448,Budbee,45038575606,2022/09/05 19:27,4,5262
"Hultagatan 47, Borås",25448,Budbee,45039940956,2022/09/05 19:27,7,20167
"Hultagatan 47, Borås",25448,Budbee,45048542286,2022/09/05 19:27,2,1616
"Hultagatan 47, Borås",25448,Budbee,45136739846,2022/09/08 20:59,13,33241
"Hultagatan 47, Borås",25448,Budbee,45146241106,2022/09/08 20:59,1,1004
"Hultagatan 47, Borås",25448,Budbee,45187594616,2022/09/08 20:59,1,418
"Hultagatan 47, Borås",25448,Budbee,45199421736,2022/09/09 19:03,1,346
"Hultagatan 47, Borås",25448,Postnord_SE,10050705327,2022/09/07 07:46,4,4200
"Hultagatan 47, Borås",25448,Postnord_SE,45023746416,2022/09/05 15:17,1,325
"Hultagatan 47, Borås",25448,Postnord_SE,45024707096,2022/09/05 15:17,1,311
"Hultagatan 47, Borås",25448,Postnord_SE,45032114106,2022/09/05 15:44,1,3482
"Hultagatan 47, Borås",25448,Postnord_SE,45032290476,2022/09/05 15:17,1,144
"Hultagatan 47, Borås",25448,Postnord_SE,45034034126,2022/09/05 18:15,6,17924
"Hultagatan 47, Borås",25448,Postnord_SE,45037173706,2022/09/05 18:15,2,6808
"Hultagatan 47, Borås",25448,Postnord_SE,45045746196,2022/09/05 11:40,5,7220
"Hultagatan 47, Borås",25448,Postnord_SE,45055069066,2022/09/05 18:15,7,6916
"Hultagatan 47, Borås",25448,Postnord_SE,45056461656,2022/09/05 15:44,30,199650
"Hultagatan 47, Borås",25448,Postnord_SE,45056695256,2022/09/05 11:40,25,159206
"Hultagatan 47, Borås",25448,Postnord_SE,45056695256,2022/09/05 15:44,1,2063
"Hultagatan 47, Borås",25448,Postnord_SE,45057558746,2022/09/06 14:22,13,29700
"Hultagatan 47, Borås",25448,Postnord_SE,45061627126,2022/09/06 14:22,9,20592
"Hultagatan 47, Borås",25448,Postnord_SE,45068920666,2022/09/06 10:36,3,756
"Hultagatan 47, Borås",25448,Postnord_SE,45087201006,2022/09/06 18:19,9,24453
"Hultagatan 47, Borås",25448,Postnord_SE,45092975896,2022/09/06 18:19,2,1884
"Hultagatan 47, Borås",25448,Postnord_SE,45095093976,2022/09/07 07:46,3,2757
"Hultagatan 47, Borås",25448,Postnord_SE,45106132856,2022/09/06 15:19,2,836
"Hultagatan 47, Borås",25448,Postnord_SE,45118235936,2022/09/07 07:46,2,560
"Hultagatan 47, Borås",25448,Postnord_SE,45126068836,2022/09/07 15:14,1,302
"Hultagatan 47, Borås",25448,Postnord_SE,45137292996,2022/09/06 15:19,2,354
"Hultagatan 47, Borås",25448,Postnord_SE,45174573096,2022/09/08 07:44,1,898
"Hultagatan 47, Borås",25448,Postnord_SE,45177912906,2022/09/08 07:44,3,1608
"Hultagatan 47, Borås",25448,Postnord_SE,45194777456,2022/09/08 15:08,1,1460
"Hultagatan 47, Borås",25448,Postnord_SE,45196335746,2022/09/09 11:25,2,1226
"Hultagatan 47, Borås",25448,Postnord_SE,45204164936,2022/09/09 15:07,2,418
"Hultagatan 47, Borås",25448,Postnord_SE,45213644706,2022/09/07 14:20,3,2826
"Hultagatan 47, Borås",25448,Postnord_SE,45218991566,2022/09/10 12:12,4,4784
"Hultagatan 47, Borås",25448,Postnord_SE,45225938506,2022/09/11 10:20,9,18144
"Hultagatan 47, Borås",25448,Postnord_SE,45226220456,2022/09/11 14:04,3,13857
"Hultagatan 47, Borås",25448,Postnord_SE,45250564776,2022/09/10 16:15,5,5390
"Hultagatan 47, Borås",25448,Postnord_SE,45269120116,2022/09/10 16:15,4,4008
"Hultagatan 47, Borås",25448,Postnord_SE,45272048096,2022/09/09 18:17,5,7975
"Hultagatan 47, Borås",25448,Postnord_SE,45282252726,2022/09/11 10:20,1,488
"Hultagatan 47, Borås",25448,Postnord_SE,45286992346,2022/09/11 10:20,1,488
"Hultagatan 47, Borås",25448,SE Instabox,45028034396,2022/09/05 13:58,9,36486
"Hultagatan 47, Borås",25448,SE Instabox,45028168216,2022/09/05 13:58,2,648
"Hultagatan 47, Borås",25448,SE Instabox,45029918226,2022/09/05 13:58,8,7920
"Hultagatan 47, Borås",25448,SE Instabox,45032114106,2022/09/05 13:58,1,532
"Hultagatan 47, Borås",25448,SE Instabox,45042683876,2022/09/05 13:58,4,3284
"Hultagatan 47, Borås",25448,SE Instabox,45044879166,2022/09/06 20:27,12,47784
"Hultagatan 47, Borås",25448,SE Instabox,45048476866,2022/09/06 20:27,8,36288
"Hultagatan 47, Borås",25448,SE Instabox,45053928016,2022/09/06 20:27,14,95634
"Hultagatan 47, Borås",25448,SE Instabox,45055914286,2022/09/06 20:27,4,4820
"Hultagatan 47, Borås",25448,SE Instabox,45056928726,2022/09/06 20:27,5,6740
"Hultagatan 47, Borås",25448,SE Instabox,45057734586,2022/09/06 20:27,4,5404
"Hultagatan 47, Borås",25448,SE Instabox,45062242526,2022/09/06 20:27,1,228
"Hultagatan 47, Borås",25448,SE Instabox,45068416936,2022/09/08 00:59,1,228
"Hultagatan 47, Borås",25448,SE Instabox,45069040026,2022/09/07 08:12,1,1091
"Hultagatan 47, Borås",25448,SE Instabox,45078901486,2022/09/06 20:27,4,3516
"Hultagatan 47, Borås",25448,SE Instabox,45096719206,2022/09/08 00:59,1,535
"Hultagatan 47, Borås",25448,SE Instabox,45097501336,2022/09/07 08:12,1,251
"Hultagatan 47, Borås",25448,SE Instabox,45160658916,2022/09/08 00:59,3,976
"Hultagatan 47, Borås",25448,SE Instabox,45175390826,2022/09/08 22:28,1,278
"Hultagatan 47, Borås",25448,SE Instabox,45175390826,2022/09/09 20:17,1,1303
"Hultagatan 47, Borås",25448,SE Instabox,45178797976,2022/09/08 22:28,1,1502
"Hultagatan 47, Borås",25448,SE Instabox,45200083316,2022/09/08 22:28,1,621
"Hultagatan 47, Borås",25448,SE Instabox,45218950006,2022/09/10 14:10,3,1434
"Hultagatan 47, Borås",25448,SE Instabox,45239709496,2022/09/11 12:42,2,1434
"Hultagatan 47, Borås",25448,SE Instabox,45300059226,2022/09/11 12:42,1,593
"Hultagatan 47, Borås",25449,Postnord_SE,45060414926,2022/09/06 15:19,1,140
"Hultagatan 47, Borås",25449,Postnord_SE,45146632526,2022/09/07 15:14,1,176
"Hultagatan 47, Borås",25450,Postnord_SE,10051359687,2022/09/09 19:05,1,113
"Hultagatan 47, Borås",25451,Budbee,45052265986,2022/09/06 20:01,6,11700
"Hultagatan 47, Borås",25451,Postnord_SE,10051327207,2022/09/10 16:15,14,40110
"Hultagatan 47, Borås",25451,Postnord_SE,45025493206,2022/09/05 15:17,1,428
"Hultagatan 47, Borås",25451,Postnord_SE,45029568006,2022/09/05 15:17,1,428
"Hultagatan 47, Borås",25451,Postnord_SE,45031714186,2022/09/05 18:15,6,9336
"Hultagatan 47, Borås",25451,Postnord_SE,45036828316,2022/09/05 11:40,17,57953
"Hultagatan 47, Borås",25451,Postnord_SE,45049972986,2022/09/06 07:14,19,90090
"Hultagatan 47, Borås",25451,Postnord_SE,45055110376,2022/09/05 15:44,2,2318
"Hultagatan 47, Borås",25451,Postnord_SE,45055850256,2022/09/05 11:40,7,16002
"Hultagatan 47, Borås",25451,Postnord_SE,45055850256,2022/09/05 18:15,1,3924
"Hultagatan 47, Borås",25451,Postnord_SE,45060674906,2022/09/06 15:19,2,898
"Hultagatan 47, Borås",25451,Postnord_SE,45102279186,2022/09/06 13:20,1,1388
"Hultagatan 47, Borås",25451,Postnord_SE,45123980086,2022/09/07 15:14,2,314
"Hultagatan 47, Borås",25451,Postnord_SE,45125185976,2022/09/07 10:28,13,62975
"Hultagatan 47, Borås",25451,Postnord_SE,45167683886,2022/09/07 19:17,4,3380
"Hultagatan 47, Borås",25451,Postnord_SE,45176714076,2022/09/08 15:09,1,243
"Hultagatan 47, Borås",25451,Postnord_SE,45176714906,2022/09/08 15:09,2,826
"Hultagatan 47, Borås",25451,Postnord_SE,45178122296,2022/09/08 07:44,4,5560
"Hultagatan 47, Borås",25451,Postnord_SE,45179757256,2022/09/08 07:44,4,3828
"Hultagatan 47, Borås",25451,Postnord_SE,45185378606,2022/09/08 07:44,2,952
"Hultagatan 47, Borås",25451,Postnord_SE,45187855346,2022/09/09 07:58,1,1851
"Hultagatan 47, Borås",25451,Postnord_SE,45190784106,2022/09/08 07:44,2,1880
"Hultagatan 47, Borås",25451,Postnord_SE,45194147766,2022/09/09 07:58,11,33154
"Hultagatan 47, Borås",25451,Postnord_SE,45246430086,2022/09/09 15:07,1,264
"Hultagatan 47, Borås",25451,Postnord_SE,45262660836,2022/09/09 18:17,15,69330
"Hultagatan 47, Borås",25451,SE Instabox,45032176736,2022/09/05 13:58,2,1352
"Hultagatan 47, Borås",25451,SE Instabox,45033098186,2022/09/05 13:58,8,32648
"Hultagatan 47, Borås",25451,SE Instabox,45050975806,2022/09/06 20:27,3,8232
"Hultagatan 47, Borås",25451,SE Instabox,45051102186,2022/09/06 20:27,3,1752
"Hultagatan 47, Borås",25451,SE Instabox,45054740676,2022/09/06 20:27,6,8934
"Hultagatan 47, Borås",25451,SE Instabox,45055106686,2022/09/05 13:58,2,1546
"Hultagatan 47, Borås",25451,SE Instabox,45107114186,2022/09/08 00:59,4,5176
"Hultagatan 47, Borås",25451,SE Instabox,45107803276,2022/09/08 00:59,3,1455
"Hultagatan 47, Borås",25451,SE Instabox,45112800506,2022/09/08 00:59,3,4239
"Hultagatan 47, Borås",25451,SE Instabox,45158596246,2022/09/08 00:59,2,2969
"Hultagatan 47, Borås",25451,SE Instabox,45176814796,2022/09/08 22:28,1,411
"Hultagatan 47, Borås",25451,SE Instabox,45183689776,2022/09/08 22:28,5,4305
"Hultagatan 47, Borås",25451,SE Instabox,45190905726,2022/09/08 22:28,1,828
"Hultagatan 47, Borås",25451,SE Instabox,45193686886,2022/09/08 22:28,3,3831
"Hultagatan 47, Borås",25451,SE Instabox,45193835566,2022/09/08 22:28,9,12645
"Hultagatan 47, Borås",25451,SE Instabox,45225135496,2022/09/11 12:42,1,328
"Hultagatan 47, Borås",25451,SE Instabox,45234255466,2022/09/11 12:42,6,10560
"Hultagatan 47, Borås",25451,SE Instabox,45257434096,2022/09/10 14:10,3,1869
"Hultagatan 47, Borås",25451,SE Instabox,45282129536,2022/09/11 12:42,1,888
"Hultagatan 47, Borås",25452,Budbee,45017049606,2022/09/06 21:40,9,13158
"Hultagatan 47, Borås",25452,Budbee,45032369956,2022/09/05 19:27,4,4068
"Hultagatan 47, Borås",25452,Budbee,45032369956,2022/09/06 20:01,1,1575
"Hultagatan 47, Borås",25452,Budbee,45125433396,2022/09/08 20:59,1,1238
"Hultagatan 47, Borås",25452,Budbee,45212272856,2022/09/11 08:36,1,511
"Hultagatan 47, Borås",25452,SE Instabox,45028807046,2022/09/05 13:58,9,27396
"Hultagatan 47, Borås",25452,SE Instabox,45031389656,2022/09/05 13:58,1,648
"Hultagatan 47, Borås",25452,SE Instabox,45043000336,2022/09/06 20:27,2,988
"Hultagatan 47, Borås",25452,SE Instabox,45052230026,2022/09/06 20:27,2,956
"Hultagatan 47, Borås",25452,SE Instabox,45052587416,2022/09/06 20:27,3,2637
"Hultagatan 47, Borås",25452,SE Instabox,45053850006,2022/09/05 13:58,12,43908
"Hultagatan 47, Borås",25452,SE Instabox,45054019126,2022/09/06 20:27,2,3114
"Hultagatan 47, Borås",25452,SE Instabox,45056664156,2022/09/06 20:27,3,2157
"Hultagatan 47, Borås",25452,SE Instabox,45112360786,2022/09/08 00:59,2,866
"Hultagatan 47, Borås",25452,SE Instabox,45117721806,2022/09/07 08:12,2,996
"Hultagatan 47, Borås",25452,SE Instabox,45135175386,2022/09/08 00:59,2,646
"Hultagatan 47, Borås",25452,SE Instabox,45142283796,2022/09/08 00:59,3,1923
"Hultagatan 47, Borås",25452,SE Instabox,45143862786,2022/09/08 00:59,2,536
"Hultagatan 47, Borås",25452,SE Instabox,45160347536,2022/09/08 00:59,5,3565
"Hultagatan 47, Borås",25452,SE Instabox,45160461626,2022/09/08 22:28,7,10073
